OR4F5	NM_001005484
CLEC18A	NM_001136214
PDPR	NM_017990
EXOSC6	NM_058219
AARS	NM_001605
DDX19B	NM_007242
ST3GAL2	NM_006927
FUK	NM_145059
COG4	NM_015386
SF3B3	NM_012426
IL34	NM_152456
MTSS1L	NM_138383
VAC14	NM_018052
HYDIN	NM_017558
FTSJD1	NM_001099642
CALB2	NM_001740
ZNF23	NM_145911
ZNF19	NM_006961
CHST4	NM_001166395
TAT	NM_000353
MARVELD3	NM_001017967
PHLPP2	NM_015020
AP1G1	NM_001128
ATXN1L	NM_001137675
ZNF821	NM_001201552
IST1	NM_014761
PKD1L3	NM_181536
DHODH	NM_001361
HP	NM_005143
HPR	NM_020995
TXNL4B	NM_001142317
DHX38	NM_014003
PMFBP1	NM_031293
ZFHX3	NM_006885
PSMD7	NM_002811
CLEC18B	NM_001011880
GLG1	NM_012201
RFWD3	NM_018124
MLKL	NM_152649
FA2H	NM_024306
WDR59	NM_030581
ZNRF1	NM_032268
LDHD	NM_194436
ZFP1	NM_153688
CTRB2	NM_001025200
CTRB1	NM_001906
BCAR1	NM_001170714
CFDP1	NM_006324
TMEM170A	NM_145254
CHST6	NM_021615
CHST5	NM_024533
TMEM231	NM_001077418
GABARAPL2	NM_007285
ADAT1	NM_012091
KARS	NM_001130089
TERF2IP	NM_018975
CNTNAP4	NM_138994
MON1B	NM_014940
SYCE1L	NM_001129979
ADAMTS18	NM_199355
NUDT7	NM_001105663
VAT1L	NM_020927
CLEC3A	NM_005752
WWOX	NM_016373
MAF	NM_005360
DYNLRB2	NM_130897
CDYL2	NM_152342
CENPN	NM_001100624
ATMIN	NM_015251
C16orf46	NM_152337
GCSH	NM_004483
PKD1L2	NM_052892
BCMO1	NM_017429
GAN	NM_022041
CMIP	NM_198390
PLCG2	NM_002661
SDR42E1	NM_145168
HSD17B2	NM_002153
MPHOSPH6	NM_005792
CDH13	NM_001220488
HSBP1	NM_001537
MLYCD	NM_012213
OSGIN1	NM_182981
NECAB2	NM_019065
SLC38A8	NM_001080442
MBTPS1	NM_003791
HSDL1	NM_031463
DNAAF1	NM_178452
TAF1C	NM_001243156
ADAD2	NM_001145400
KCNG4	NM_172347
WFDC1	NM_021197
ATP2C2	NM_014861
KIAA1609	NM_020947
COTL1	NM_021149
KLHL36	NM_024731
USP10	NM_005153
CRISPLD2	NM_031476
ZDHHC7	NM_001145548
KIAA0513	NM_014732
FAM92B	NM_198491
GINS2	NM_016095
C16orf74	NM_206967
COX4I1	NM_001861
IRF8	NM_002163
FOXF1	NM_001451
MTHFSD	NM_001159378
FOXC2	NM_005251
FOXL1	NM_005250
C16orf95	NM_001195124
FBXO31	NM_024735
MAP1LC3B	NM_022818
ZCCHC14	NM_015144
JPH3	NM_020655
KLHDC4	NM_017566
SLC7A5	NM_003486
CA5A	NM_001739
BANP	NM_001173539
ZNF469	NM_001127464
ZFPM1	NM_153813
ZC3H18	NM_144604
IL17C	NM_013278
CYBA	NM_000101
MVD	NM_002461
SNAI3	NM_178310
RNF166	NM_178841
CTU2	NM_001012759
PIEZO1	NM_001142864
CDT1	NM_030928
APRT	NM_000485
GALNS	NM_000512
TRAPPC2L	NM_016209
PABPN1L	NM_001080487
CBFA2T3	NM_005187
ACSF3	NM_001127214
CDH15	NM_004933
SLC22A31	NM_001242757
ZNF778	NM_001201407
ANKRD11	NM_013275
LOC100287036	NM_001242885
SPG7	NM_003119
RPL13	NM_000977
CPNE7	NM_153636
DPEP1	NM_004413
CHMP1A	NM_002768
C16orf55	NM_153025
CDK10	NM_052988
SPATA2L	NM_152339
ZNF276	NM_001113525
FANCA	NM_000135
SPIRE2	NM_032451
TCF25	NM_014972
TUBB3	NM_006086
DEF8	NM_207514
CENPBD1	NM_145039
DBNDD1	NM_024043
GAS8	NM_001481
C16orf3	NM_001214
PRDM7	NM_001098173
DOC2B	NM_003585
RPH3AL	NM_001190411
LOC100506388	NM_001242780
C17orf97	NM_001013672
FAM101B	NM_182705
VPS53	NM_001128159
FAM57A	NM_024792
GEMIN4	NM_015721
GLOD4	NM_016080
RNMTL1	NM_018146
NXN	NM_022463
TIMM22	NM_013337
ABR	NM_021962
BHLHA9	NM_001164405
TUSC5	NM_172367
YWHAE	NM_006761
CRK	NM_016823
MYO1C	NM_001080779
INPP5K	NM_016532
PITPNA	NM_006224
SLC43A2	NM_152346
SCARF1	NM_003693
RILP	NM_031430
PRPF8	NM_006445
TLCD2	NM_001164407
WDR81	NM_001163809
SERPINF2	NM_000934
SERPINF1	NM_002615
SMYD4	NM_052928
RPA1	NM_002945
RTN4RL1	NM_178568
DPH1	NM_001383
OVCA2	NM_080822
HIC1	NM_001098202
SMG6	NM_017575
SRR	NM_021947
TSR1	NM_018128
SGSM2	NM_014853
MNT	NM_020310
METTL16	NM_024086
PAFAH1B1	NM_000430
KIAA0664	NM_015229
RAP1GAP2	NM_015085
OR1D5	NM_014566
OR1D2	NM_002548
OR1G1	NM_003555
OR1A2	NM_012352
OR1A1	NM_014565
OR3A2	NM_002551
OR3A1	NM_002550
OR1E1	NM_003553
OR3A3	NM_012373
OR1E2	NM_003554
SPATA22	NM_001170697
ASPA	NM_000049
TRPV3	NM_145068
TRPV1	NM_018727
SHPK	NM_013276
CTNS	NM_001031681
TAX1BP3	NM_014604
P2RX5	NM_002561
ITGAE	NM_002208
GSG2	NM_031965
C17orf85	NM_001114118
CAMKK1	NM_172206
P2RX1	NM_002558
ATP2A3	NM_174953
ZZEF1	NM_015113
CYB5D2	NM_144611
ANKFY1	NM_016376
UBE2G1	NM_003342
SPNS3	NM_182538
SPNS2	NM_001124758
MYBBP1A	NM_001105538
GGT6	NM_001122890
SMTNL2	NM_001114974
ALOX15	NM_001140
PELP1	NM_014389
ARRB2	NM_004313
MED11	NM_001001683
CXCL16	NM_022059
ZMYND15	NM_001136046
TM4SF5	NM_003963
VMO1	NM_182566
GLTPD2	NM_001014985
PSMB6	NM_002798
PLD2	NM_002663
MINK1	NM_153827
CHRNE	NM_000080
C17orf107	NM_001145536
GP1BA	NM_000173
SLC25A11	NM_003562
RNF167	NM_015528
PFN1	NM_005022
ENO3	NM_053013
SPAG7	NM_004890
CAMTA2	NM_001171167
INCA1	NM_001167987
KIF1C	NM_006612
ZFP3	NM_153018
ZNF232	NM_014519
USP6	NM_004505
ZNF594	NM_032530
SCIMP	NM_207103
RABEP1	NM_004703
NUP88	NM_002532
RPAIN	NM_001160243
C1QBP	NM_001212
DHX33	NM_020162
DERL2	NM_016041
MIS12	NM_024039
LOC728392	NM_001162371
NLRP1	NM_033004
WSCD1	NM_015253
AIPL1	NM_014336
FAM64A	NM_001195228
PITPNM3	NM_031220
KIAA0753	NM_014804
TXNDC17	NM_032731
MED31	NM_016060
C17orf100	NM_001105520
SLC13A5	NM_177550
XAF1	NM_199139
FBXO39	NM_153230
TEKT1	NM_053285
ALOX12	NM_000697
RNASEK	NM_001004333
C17orf49	NM_001142798
BCL6B	NM_181844
SLC16A13	NM_201566
SLC16A11	NM_153357
CLEC10A	NM_006344
ASGR2	NM_080912
ASGR1	NM_001671
DLG4	NM_001128827
ACADVL	NM_000018
DVL2	NM_004422
PHF23	NM_024297
GABARAP	NM_007278
CTDNEP1	NM_001143775
CLDN7	NM_001307
SLC2A4	NM_001042
YBX2	NM_015982
EIF5A	NM_001143760
GPS2	NM_004489
NEURL4	NM_032442
ACAP1	NM_014716
KCTD11	NM_001002914
TMEM95	NM_198154
TNK1	NM_001251902
PLSCR3	NM_001201576
C17orf61	NM_152766
NLGN2	NM_020795
SPEM1	NM_199339
C17orf74	NM_175734
TMEM102	NM_178518
FGF11	NM_004112
CHRNB1	NM_000747
ZBTB4	NM_020899
SLC35G6	NM_001102614
POLR2A	NM_000937
TNFSF12-TNFSF13	NM_172089
SENP3	NM_015670
EIF4A1	NM_001204510
CD68	NM_001251
MPDU1	NM_004870
SOX15	NM_006942
FXR2	NM_004860
SAT2	NM_133491
SHBG	NM_001040
ATP1B2	NM_001678
TP53	NM_000546
WRAP53	NM_001143990
EFNB3	NM_001406
DNAH2	NM_020877
KDM6B	NM_001080424
TMEM88	NM_203411
LSMD1	NM_032356
CYB5D1	NM_144607
CHD3	NM_001005271
KCNAB3	NM_004732
TRAPPC1	NM_021210
CNTROB	NM_001037144
GUCY2D	NM_000180
ALOX15B	NM_001141
ALOX12B	NM_001139
ALOXE3	NM_001165960
HES7	NM_032580
PER1	NM_002616
VAMP2	NM_014232
TMEM107	NM_032354
C17orf59	NM_017622
AURKB	NM_004217
CTC1	NM_025099
PFAS	NM_012393
SLC25A35	NM_201520
RANGRF	NM_016492
ARHGEF15	NM_173728
ODF4	NM_153007
KRBA2	NM_213597
RPL26	NM_000987
RNF222	NM_001146684
NDEL1	NM_030808
MYH10	NM_005964
CCDC42	NM_144681
SPDYE4	NM_001128076
MFSD6L	NM_152599
PIK3R6	NM_001010855
PIK3R5	NM_014308
NTN1	NM_004822
STX8	NM_004853
WDR16	NM_145054
USP43	NM_153210
DHRS7C	NM_001220493
GLP2R	NM_004246
RCVRN	NM_002903
GAS7	NM_201433
MYH13	NM_003802
MYH8	NM_002472
MYH4	NM_017533
MYH1	NM_005963
MYH2	NM_001100112
MYH3	NM_002470
SCO1	NM_004589
TMEM220	NM_001004313
PIRT	NM_001101387
SHISA6	NM_207386
DNAH9	NM_001372
ZNF18	NM_144680
MAP2K4	NM_003010
MYOCD	NM_153604
ARHGAP44	NM_014859
ELAC2	NM_018127
HS3ST3A1	NM_006042
COX10	NM_001303
CDRT15	NM_001007530
HS3ST3B1	NM_006041
PMP22	NM_153322
TEKT3	NM_031898
CDRT4	NM_001204477
FAM18B2	NM_145301
CDRT1	NM_006382
ZNF286A	NM_001130842
TBC1D26	NM_178571
ADORA2B	NM_000676
ZSWIM7	NM_001042697
TTC19	NM_017775
NCOR1	NM_006311
PIGL	NM_004278
CENPV	NM_181716
UBB	NM_018955
TRPV2	NM_016113
FAM211A	NM_001113567
ZNF287	NM_020653
ZNF624	NM_020787
CCDC144A	NM_014695
TNFRSF13B	NM_012452
PLD6	NM_178836
FLCN	NM_144997
COPS3	NM_003653
NT5M	NM_020201
SMCR9	NM_001243312
MED9	NM_018019
RASD1	NM_016084
PEMT	NM_148172
RAI1	NM_030665
SREBF1	NM_001005291
TOM1L2	NM_001082968
LRRC48	NM_031294
ATPAF2	NM_145691
DRG2	NM_001388
MYO15A	NM_016239
ALKBH5	NM_017758
LLGL1	NM_004140
FLII	NM_002018
SMCR7	NM_148886
TOP3A	NM_004618
SMCR8	NM_144775
SHMT1	NM_004169
EVPLL	NM_001145127
LGALS9C	NM_001040078
TBC1D28	NM_001039397
ZNF286B	NM_001145045
TRIM16L	NM_001037330
FAM18B1	NM_016078
PRPSAP2	NM_002767
SLC5A10	NM_001042450
FAM83G	NM_001039999
GRAP	NM_006613
GRAPL	NM_001129778
EPN2	NM_014964
B9D1	NM_015681
MAPK7	NM_002749
MFAP4	NM_001198695
RNF112	NM_007148
SLC47A1	NM_018242
ALDH3A2	NM_001031806
SLC47A2	NM_001099646
ALDH3A1	NM_001135168
ULK2	NM_014683
AKAP10	NM_007202
SPECC1	NM_001243439
LGALS9B	NM_001042685
CDRT15L2	NM_001190790
CCDC144NL	NM_001004306
USP22	NM_015276
DHRS7B	NM_015510
TMEM11	NM_003876
C17orf103	NM_152914
MAP2K3	NM_145109
KCNJ18	NM_001194958
C17orf51	NM_001113434
MTRNR2L1	NM_001190452
WSB1	NM_015626
KSR1	NM_014238
LGALS9	NM_009587
NOS2	NM_000625
NLK	NM_016231
TMEM97	NM_014573
IFT20	NM_174887
TNFAIP1	NM_021137
POLDIP2	NM_015584
TMEM199	NM_152464
SEBOX	NM_001080837
VTN	NM_000638
SARM1	NM_015077
SLC46A1	NM_080669
SLC13A2	NM_001145975
FOXN1	NM_003593
UNC119	NM_005148
PIGS	NM_033198
ALDOC	NM_005165
SPAG5	NM_006461
KIAA0100	NM_014680
SDF2	NM_006923
SUPT6H	NM_003170
PROCA1	NM_152465
RAB34	NM_001144943
RPL23A	NM_000984
TLCD1	NM_138463
NEK8	NM_178170
TRAF4	NM_004295
ERAL1	NM_005702
FLOT2	NM_004475
DHRS13	NM_144683
PHF12	NM_001033561
SEZ6	NM_178860
PIPOX	NM_016518
MYO18A	NM_078471
TIAF1	NM_004740
CRYBA1	NM_005208
NUFIP2	NM_020772
TAOK1	NM_020791
ABHD15	NM_198147
TP53I13	NM_138349
GIT1	NM_001085454
ANKRD13B	NM_152345
CORO6	NM_032854
SSH2	NM_033389
EFCAB5	NM_198529
NSRP1	NM_032141
SLC6A4	NM_001045
BLMH	NM_000386
TMIGD1	NM_206832
CPD	NM_001304
GOSR1	NM_004871
TBC1D29	NM_015594
CRLF3	NM_015986
ATAD5	NM_024857
TEFM	NM_024683
ADAP2	NM_018404
RNF135	NM_032322
NF1	NM_001042492
OMG	NM_002544
EVI2B	NM_006495
EVI2A	NM_014210
RAB11FIP4	NM_032932
UTP6	NM_018428
SUZ12	NM_015355
LRRC37B	NM_052888
RHOT1	NM_001033568
RHBDL3	NM_138328
C17orf75	NM_022344
ZNF207	NM_001098507
PSMD11	NM_002815
CDK5R1	NM_003885
MYO1D	NM_015194
TMEM98	NM_001033504
SPACA3	NM_173847
CCL2	NM_002982
CCL7	NM_006273
CCL11	NM_002986
CCL8	NM_005623
CCL13	NM_005408
CCL1	NM_002981
C17orf102	NM_207454
TMEM132E	NM_207313
CCT6B	NM_006584
ZNF830	NM_052857
LIG3	NM_013975
RFFL	NM_001017368
RAD51D	NM_133629
FNDC8	NM_017559
NLE1	NM_018096
UNC45B	NM_173167
SLC35G3	NM_152462
SLFN5	NM_144975
SLFN11	NM_001104589
SLFN12	NM_018042
SLFN13	NM_144682
SLFN12L	NM_001195790
SLFN14	NM_001129820
PEX12	NM_000286
AP2B1	NM_001030006
RASL10B	NM_033315
GAS2L2	NM_139285
C17orf50	NM_145272
MMP28	NM_024302
TAF15	NM_139215
C17orf66	NM_152781
CCL5	NM_002985
RDM1	NM_145654
LYZL6	NM_020426
CCL16	NM_004590
CCL14	NM_032962
CCL15	NM_032965
CCL23	NM_005064
CCL18	NM_002988
CCL3	NM_002983
CCL4	NM_002984
TBC1D3B	NM_001001417
CCL3L1	NM_021006
CCL4L2	NM_207007
TBC1D3C	NM_001001418
ZNHIT3	NM_004773
MYO19	NM_001163735
PIGW	NM_178517
GGNBP2	NM_024835
DHRS11	NM_024308
MRM1	NM_024864
LHX1	NM_005568
AATF	NM_012138
ACACA	NM_198834
C17orf78	NM_173625
TADA2A	NM_001166105
DUSP14	NM_007026
SYNRG	NM_007247
DDX52	NM_007010
HNF1B	NM_000458
TBC1D3F	NM_032258
TBC1D3	NM_001123391
MRPL45	NM_032351
GPR179	NM_001004334
SOCS7	NM_014598
ARHGAP23	NM_001199417
SRCIN1	NM_025248
C17orf96	NM_001130677
MLLT6	NM_005937
CISD3	NM_001136498
PCGF2	NM_007144
PSMB3	NM_002795
PIP4K2B	NM_003559
CWC25	NM_017748
C17orf98	NM_001080465
RPL23	NM_000978
LASP1	NM_006148
FBXO47	NM_001008777
PLXDC1	NM_020405
ARL5C	NM_001143968
CACNB1	NM_000723
RPL19	NM_000981
STAC2	NM_198993
FBXL20	NM_032875
MED1	NM_004774
CDK12	NM_016507
NEUROD2	NM_006160
PPP1R1B	NM_032192
STARD3	NM_006804
TCAP	NM_003673
PNMT	NM_002686
PGAP3	NM_033419
ERBB2	NM_004448
MIEN1	NM_032339
GRB7	NM_005310
IKZF3	NM_012481
ZPBP2	NM_199321
GSDMB	NM_001165958
ORMDL3	NM_139280
LRRC3C	NM_001195545
GSDMA	NM_178171
PSMD3	NM_002809
CSF3	NM_000759
MED24	NM_014815
THRA	NM_003250
NR1D1	NM_021724
MSL1	NM_001012241
CASC3	NM_007359
RAPGEFL1	NM_016339
WIPF2	NM_133264
CDC6	NM_001254
RARA	NM_000964
GJD3	NM_152219
TOP2A	NM_001067
IGFBP4	NM_001552
TNS4	NM_032865
CCR7	NM_001838
SMARCE1	NM_003079
KRT222	NM_152349
KRT24	NM_019016
KRT25	NM_181534
KRT26	NM_181539
KRT27	NM_181537
KRT28	NM_181535
KRT10	NM_000421
TMEM99	NM_001195387
KRT12	NM_000223
KRT20	NM_019010
KRT23	NM_015515
KRT39	NM_213656
KRT40	NM_182497
KRTAP3-3	NM_033185
KRTAP3-2	NM_031959
KRTAP3-1	NM_031958
KRTAP1-5	NM_031957
KRTAP1-3	NM_030966
KRTAP1-1	NM_030967
KRTAP2-1	NM_001123387
KRTAP2-2	NM_033032
KRTAP2-4	NM_033184
KRTAP4-7	NM_033061
KRTAP4-8	NM_031960
KRTAP4-9	NM_001146041
KRTAP4-11	NM_033059
KRTAP4-12	NM_031854
KRTAP4-6	NM_030976
KRTAP4-5	NM_033188
KRTAP4-4	NM_032524
KRTAP4-3	NM_033187
KRTAP4-2	NM_033062
KRTAP4-1	NM_033060
KRTAP9-1	NM_001190460
KRTAP9-2	NM_031961
KRTAP9-3	NM_031962
KRTAP9-8	NM_031963
KRTAP9-4	NM_033191
KRTAP9-9	NM_030975
KRTAP16-1	NM_001146182
KRTAP17-1	NM_031964
KRT33A	NM_004138
KRT33B	NM_002279
KRT34	NM_021013
KRT31	NM_002277
KRT37	NM_003770
KRT38	NM_006771
KRT32	NM_002278
KRT35	NM_002280
KRT36	NM_003771
KRT13	NM_153490
KRT15	NM_002275
KRT9	NM_000226
KRT14	NM_000526
KRT16	NM_005557
KRT17	NM_000422
EIF1	NM_005801
GAST	NM_000805
HAP1	NM_177977
JUP	NM_002230
LEPREL4	NM_006455
FKBP10	NM_021939
NT5C3L	NM_052935
KLHL10	NM_152467
KLHL11	NM_018143
ACLY	NM_001096
TTC25	NM_031421
CNP	NM_033133
DNAJC7	NM_003315
NKIRAS2	NM_001144927
ZNF385C	NM_001242704
DHX58	NM_024119
KAT2A	NM_021078
HSPB9	NM_033194
RAB5C	NM_001252039
KCNH4	NM_012285
HCRT	NM_001524
GHDC	NM_032484
STAT5B	NM_012448
STAT5A	NM_003152
STAT3	NM_139276
PTRF	NM_012232
ATP6V0A1	NM_001130020
NAGLU	NM_000263
HSD17B1	NM_000413
COASY	NM_001042532
MLX	NM_170607
PSMC3IP	NM_016556
FAM134C	NM_178126
TUBG1	NM_001070
TUBG2	NM_016437
PLEKHH3	NM_024927
CCR10	NM_016602
CNTNAP1	NM_003632
EZH1	NM_001991
RAMP2	NM_005854
VPS25	NM_032353
WNK4	NM_032387
CNTD1	NM_173478
BECN1	NM_003766
PSME3	NM_005789
AOC2	NM_009590
AOC3	NM_003734
G6PC	NM_000151
RUNDC1	NM_173079
RPL27	NM_000988
IFI35	NM_005533
VAT1	NM_006373
RND2	NM_005440
BRCA1	NM_007294
NBR1	NM_005899
TMEM106A	NM_145041
ARL4D	NM_001661
DHX8	NM_004941
ETV4	NM_001986
MEOX1	NM_004527
SOST	NM_025237
DUSP3	NM_004090
C17orf105	NM_001136483
MPP3	NM_001932
CD300LG	NM_145273
MPP2	NM_005374
PPY	NM_002722
PYY	NM_004160
NAGS	NM_153006
TMEM101	NM_032376
LSM12	NM_152344
G6PC3	NM_138387
HDAC5	NM_001015053
C17orf53	NM_024032
ASB16	NM_080863
TMUB2	NM_001076674
ATXN7L3	NM_020218
UBTF	NM_014233
SLC4A1	NM_000342
RUNDC3A	NM_001144825
SLC25A39	NM_001143780
GRN	NM_002087
FAM171A2	NM_198475
ITGA2B	NM_000419
GPATCH8	NM_001002909
FZD2	NM_001466
C17orf104	NM_001145080
CCDC43	NM_144609
DBF4B	NM_145663
ADAM11	NM_002390
GJC1	NM_001080383
HIGD1B	NM_016438
EFTUD2	NM_004247
CCDC103	NM_213607
GFAP	NM_001242376
C1QL1	NM_006688
DCAKD	NM_001128631
NMT1	NM_021079
PLCD3	NM_133373
ACBD4	NM_001135705
HEXIM1	NM_006460
HEXIM2	NM_144608
FMNL1	NM_005892
MAP3K14	NM_003954
ARHGAP27	NM_174919
PLEKHM1	NM_014798
CRHR1	NM_004382
MAPT	NM_001123066
STH	NM_001007532
LRRC37A	NM_014834
ARL17A	NM_001113738
ARL17B	NM_001039083
LRRC37A2	NM_001006607
NSF	NM_006178
WNT3	NM_030753
WNT9B	NM_003396
GOSR2	NM_004287
RPRML	NM_203400
CDC27	NM_001114091
MYL4	NM_001002841
ITGB3	NM_000212
NPEPPS	NM_006310
KPNB1	NM_002265
TBKBP1	NM_014726
TBX21	NM_013351
OSBPL7	NM_145798
MRPL10	NM_145255
LRRC46	NM_033413
SCRN2	NM_138355
SP6	NM_199262
SP2	NM_003110
PNPO	NM_018129
PRR15L	NM_024320
CDK5RAP3	NM_176096
COPZ2	NM_016429
NFE2L1	NM_003204
CBX1	NM_006807
SNX11	NM_013323
SKAP1	NM_003726
HOXB1	NM_002144
HOXB2	NM_002145
HOXB3	NM_002146
HOXB4	NM_024015
HOXB5	NM_002147
HOXB6	NM_018952
HOXB7	NM_004502
HOXB8	NM_024016
HOXB9	NM_024017
PRAC	NM_032391
HOXB13	NM_006361
TTLL6	NM_001130918
CALCOCO2	NM_005831
ATP5G1	NM_001002027
UBE2Z	NM_023079
SNF8	NM_007241
GIP	NM_004123
IGF2BP1	NM_006546
B4GALNT2	NM_153446
GNGT2	NM_001198754
ABI3	NM_016428
PHOSPHO1	NM_178500
ZNF652	NM_014897
PHB	NM_002634
NGFR	NM_002507
NXPH3	NM_007225
SPOP	NM_001007228
SLC35B1	NM_005827
FAM117A	NM_030802
KAT7	NM_007067
TAC4	NM_170685
FLJ45513	NM_001242791
DLX4	NM_138281
DLX3	NM_005220
ITGA3	NM_005501
PDK2	NM_002611
SAMD14	NM_174920
PPP1R9B	NM_032595
SGCA	NM_000023
COL1A1	NM_000088
TMEM92	NM_001168215
XYLT2	NM_022167
MRPL27	NM_016504
EME1	NM_152463
LRRC59	NM_018509
ACSF2	NM_025149
CHAD	NM_001267
RSAD1	NM_018346
MYCBPAP	NM_032133
EPN3	NM_017957
SPATA20	NM_022827
CACNA1G	NM_018896
ABCC3	NM_003786
ANKRD40	NM_052855
LUC7L3	NM_016424
WFIKKN2	NM_175575
TOB1	NM_005749
SPAG9	NM_001130528
NME1-NME2	NM_001018136
MBTD1	NM_017643
UTP18	NM_016001
CA10	NM_001082533
KIF2B	NM_032559
TOM1L1	NM_005486
COX11	NM_004375
STXBP4	NM_178509
HLF	NM_002126
MMD	NM_012329
TMEM100	NM_018286
PCTP	NM_021213
ANKFN1	NM_153228
NOG	NM_005450
C17orf67	NM_001085430
DGKE	NM_003647
TRIM25	NM_005082
COIL	NM_004645
SCPEP1	NM_021626
AKAP1	NM_003488
MSI2	NM_138962
MRPS23	NM_016070
CUEDC1	NM_017949
VEZF1	NM_007146
SRSF1	NM_006924
DYNLL2	NM_080677
OR4D1	NM_012374
OR4D2	NM_001004707
EPX	NM_000502
MKS1	NM_017777
LPO	NM_006151
MPO	NM_000250
BZRAP1	NM_004758
SUPT4H1	NM_003168
RNF43	NM_017763
HSF5	NM_001080439
MTMR4	NM_004687
SEPT4	NM_004574
C17orf47	NM_001038704
TEX14	NM_001201457
RAD51C	NM_058216
PPM1E	NM_014906
TRIM37	NM_001005207
SKA2	NM_182620
PRR11	NM_018304
SMG8	NM_018149
GDPD1	NM_182569
YPEL2	NM_001005404
DHX40	NM_024612
CLTC	NM_004859
PTRH2	NM_016077
VMP1	NM_030938
TUBD1	NM_016261
RPS6KB1	NM_003161
RNFT1	NM_016125
HEATR6	NM_022070
CA4	NM_000717
USP32	NM_032582
C17orf64	NM_181707
APPBP2	NM_006380
PPM1D	NM_003620
BCAS3	NM_001099432
TBX2	NM_005994
C17orf82	NM_203425
TBX4	NM_018488
NACA2	NM_199290
BRIP1	NM_032043
INTS2	NM_020748
MED13	NM_005121
EFCAB3	NM_001144933
METTL2A	NM_181725
TLK2	NM_006852
MRC2	NM_006039
MARCH10	NM_152598
TANC2	NM_025185
CYB561	NM_001017916
ACE	NM_000789
KCNH6	NM_030779
DCAF7	NM_005828
TACO1	NM_016360
MAP3K3	NM_002401
LIMD2	NM_030576
STRADA	NM_001003787
CCDC47	NM_020198
DDX42	NM_203499
FTSJ3	NM_017647
PSMC5	NM_002805
SMARCD2	NM_001098426
CSH2	NM_020991
GH2	NM_022557
CSH1	NM_001317
CSHL1	NM_022579
GH1	NM_000515
CD79B	NM_001039933
SCN4A	NM_000334
C17orf72	NM_001191029
ICAM2	NM_001099789
ERN1	NM_001433
TEX2	NM_018469
POLG2	NM_007215
DDX5	NM_004396
CEP95	NM_138363
SMURF2	NM_022739
LRRC37A3	NM_199340
GNA13	NM_006572
RGS9	NM_003835
AXIN2	NM_004655
CEP112	NM_145036
APOH	NM_000042
PRKCA	NM_002737
CACNG5	NM_145811
CACNG4	NM_014405
CACNG1	NM_000727
HELZ	NM_014877
PSMD12	NM_002816
PITPNC1	NM_012417
NOL11	NM_015462
BPTF	NM_182641
C17orf58	NM_181655
KPNA2	NM_002266
AMZ2	NM_001033571
ARSG	NM_014960
SLC16A6	NM_004694
WIPI1	NM_017983
PRKAR1A	NM_212471
FAM20A	NM_017565
ABCA8	NM_007168
ABCA9	NM_080283
ABCA6	NM_080284
ABCA10	NM_080282
ABCA5	NM_172232
MAP2K6	NM_002758
KCNJ16	NM_170741
KCNJ2	NM_000891
SOX9	NM_000346
SLC39A11	NM_001159770
SSTR2	NM_001050
COG1	NM_018714
FAM104A	NM_001098832
C17orf80	NM_017941
CPSF4L	NM_001129885
CDC42EP4	NM_012121
SDK2	NM_001144952
RPL38	NM_001035258
TTYH2	NM_032646
DNAI2	NM_023036
KIF19	NM_153209
BTBD17	NM_001080466
GPR142	NM_181790
GPRC5C	NM_018653
CD300A	NM_007261
CD300LB	NM_174892
CD300C	NM_006678
CD300LD	NM_001115152
C17orf77	NM_152460
CD300E	NM_181449
CD300LF	NM_139018
RAB37	NM_001006638
SLC9A3R1	NM_004252
NAT9	NM_015654
TMEM104	NM_017728
GRIN2C	NM_000835
FDXR	NM_024417
FADS6	NM_178128
USH1G	NM_173477
OTOP2	NM_178160
OTOP3	NM_178233
CDR2L	NM_014603
ICT1	NM_001545
ATP5H	NM_006356
KCTD2	NM_015353
SLC16A5	NM_004695
ARMC7	NM_024585
NT5C	NM_014595
HN1	NM_001002032
SUMO2	NM_006937
NUP85	NM_024844
GGA3	NM_138619
MRPS7	NM_015971
MIF4GD	NM_001242498
SLC25A19	NM_001126122
GRB2	NM_002086
KIAA0195	NM_014738
CASKIN2	NM_020753
TSEN54	NM_207346
LLGL2	NM_001031803
RECQL5	NM_004259
SAP30BP	NM_013260
ITGB4	NM_000213
GALK1	NM_000154
H3F3B	NM_005324
UNK	NM_001080419
UNC13D	NM_199242
WBP2	NM_012478
TRIM47	NM_033452
TRIM65	NM_173547
MRPL38	NM_032478
FBF1	NM_001080542
ACOX1	NM_004035
CDK3	NM_001258
EVPL	NM_001988
SRP68	NM_014230
GALR2	NM_003857
ZACN	NM_180990
EXOC7	NM_001145299
FOXJ1	NM_001454
RNF157	NM_052916
FAM100B	NM_182565
QRICH2	NM_032134
PRPSAP1	NM_002766
SPHK1	NM_182965
UBE2O	NM_022066
AANAT	NM_001088
RHBDF2	NM_001005498
CYGB	NM_134268
PRCD	NM_001077620
ST6GALNAC2	NM_006456
ST6GALNAC1	NM_018414
MXRA7	NM_001008528
JMJD6	NM_001081461
METTL23	NM_001206984
SRSF2	NM_003016
MFSD11	NM_001242532
MGAT5B	NM_144677
SEC14L1	NM_003003
SEPT9	NM_001113491
TNRC6C	NM_001142640
TMC6	NM_001127198
TMC8	NM_152468
C17orf99	NM_001163075
SYNGR2	NM_004710
TK1	NM_003258
AFMID	NM_001010982
